user_id,device_name,action,event_time,parameters
P9000002,LIGHT,OFF,2025-01-15 22:34:00,
P9000001,LIGHT,OFF,2025-01-16 00:59:00,
P9000002,LIGHT,ON,2025-01-16 06:27:00,
P9000002,LIGHT,OFF,2025-01-16 07:13:00,
P9000001,LIGHT,ON,2025-01-16 09:57:00,
P9000001,LIGHT,OFF,2025-01-16 10:27:00,
P9000002,HEATER,ON,2025-01-16 17:25:00,
P9000002,LIGHT,ON,2025-01-16 17:27:00,
P9000001,HEATER,ON,2025-01-16 18:55:00,
P9000001,LIGHT,ON,2025-01-16 19:00:00,
P9000002,HEATER,OFF,2025-01-16 19:22:00,
P9000001,HEATER,OFF,2025-01-16 21:08:00,
P9000002,LIGHT,OFF,2025-01-16 22:40:00,
P9000001,LIGHT,OFF,2025-01-17 01:07:00,
P9000002,LIGHT,ON,2025-01-17 06:28:00,
P9000002,LIGHT,OFF,2025-01-17 07:10:00,
P9000001,LIGHT,ON,2025-01-17 09:52:00,
P9000001,LIGHT,OFF,2025-01-17 10:26:00,
P9000002,LIGHT,ON,2025-01-17 17:26:00,
P9000002,HEATER,ON,2025-01-17 17:42:00,
P9000001,HEATER,ON,2025-01-17 18:57:00,
P9000001,LIGHT,ON,2025-01-17 19:00:00,
P9000002,HEATER,OFF,2025-01-17 19:24:00,
P9000001,HEATER,OFF,2025-01-17 21:06:00,
P9000002,LIGHT,OFF,2025-01-17 22:38:00,
P9000001,LIGHT,OFF,2025-01-18 00:57:00,
P9000002,LIGHT,ON,2025-01-18 06:33:00,
P9000002,LIGHT,OFF,2025-01-18 07:06:00,
P9000001,LIGHT,ON,2025-01-18 09:57:00,
P9000001,LIGHT,OFF,2025-01-18 10:40:00,
P9000002,LIGHT,ON,2025-01-18 17:33:00,
P9000002,HEATER,ON,2025-01-18 17:38:00,
P9000001,HEATER,ON,2025-01-18 19:01:00,
P9000001,LIGHT,ON,2025-01-18 19:03:00,
P9000002,HEATER,OFF,2025-01-18 19:34:00,
P9000001,HEATER,OFF,2025-01-18 20:53:00,
P9000002,LIGHT,OFF,2025-01-18 22:21:00,
P9000001,LIGHT,OFF,2025-01-19 00:53:00,
P9000002,LIGHT,ON,2025-01-19 06:27:00,
P9000002,LIGHT,OFF,2025-01-19 07:01:00,
P9000001,LIGHT,ON,2025-01-19 10:10:00,
P9000001,LIGHT,OFF,2025-01-19 10:28:00,
P9000002,LIGHT,ON,2025-01-19 17:26:00,
P9000002,HEATER,ON,2025-01-19 17:42:00,
P9000001,LIGHT,ON,2025-01-19 18:51:00,
P9000001,HEATER,ON,2025-01-19 19:07:00,
P9000002,HEATER,OFF,2025-01-19 19:34:00,
P9000001,HEATER,OFF,2025-01-19 21:00:00,
P9000002,LIGHT,OFF,2025-01-19 22:24:00,
P9000001,LIGHT,OFF,2025-01-20 00:53:00,
P9000002,LIGHT,ON,2025-01-20 06:23:00,
P9000002,LIGHT,OFF,2025-01-20 06:56:00,
P9000001,LIGHT,ON,2025-01-20 09:58:00,
P9000001,LIGHT,OFF,2025-01-20 10:39:00,
P9000002,LIGHT,ON,2025-01-20 17:40:00,
P9000002,HEATER,ON,2025-01-20 17:42:00,
P9000001,HEATER,ON,2025-01-20 18:57:00,
P9000001,LIGHT,ON,2025-01-20 18:57:00,
P9000002,HEATER,OFF,2025-01-20 19:20:00,
P9000001,HEATER,OFF,2025-01-20 21:04:00,
P9000002,LIGHT,OFF,2025-01-20 22:22:00,
P9000001,LIGHT,OFF,2025-01-21 01:07:00,
P9000002,LIGHT,ON,2025-01-21 06:32:00,
P9000002,LIGHT,OFF,2025-01-21 06:56:00,
P9000001,LIGHT,ON,2025-01-21 09:57:00,
P9000001,LIGHT,OFF,2025-01-21 10:30:00,
P9000002,LIGHT,ON,2025-01-21 17:25:00,
P9000002,HEATER,ON,2025-01-21 17:37:00,
P9000001,LIGHT,ON,2025-01-21 19:03:00,
P9000001,HEATER,ON,2025-01-21 19:10:00,
P9000002,HEATER,OFF,2025-01-21 19:20:00,
P9000001,HEATER,OFF,2025-01-21 21:05:00,
P9000002,LIGHT,OFF,2025-01-21 22:32:00,
P9000001,LIGHT,OFF,2025-01-22 00:56:00,
P9000002,LIGHT,ON,2025-01-22 06:26:00,
P9000002,LIGHT,OFF,2025-01-22 07:04:00,
P9000001,LIGHT,ON,2025-01-22 10:04:00,
P9000001,LIGHT,OFF,2025-01-22 10:34:00,
P9000002,LIGHT,ON,2025-01-22 17:26:00,
P9000002,HEATER,ON,2025-01-22 17:26:00,
P9000001,LIGHT,ON,2025-01-22 19:03:00,
P9000001,HEATER,ON,2025-01-22 19:12:00,
P9000002,HEATER,OFF,2025-01-22 19:38:00,
P9000001,HEATER,OFF,2025-01-22 21:05:00,
P9000002,LIGHT,OFF,2025-01-22 22:37:00,
P9000001,LIGHT,OFF,2025-01-23 00:54:00,
P9000002,LIGHT,ON,2025-01-23 06:36:00,
P9000002,LIGHT,OFF,2025-01-23 07:00:00,
P9000001,LIGHT,ON,2025-01-23 10:00:00,
P9000001,LIGHT,OFF,2025-01-23 10:26:00,
P9000002,LIGHT,ON,2025-01-23 17:21:00,
P9000002,HEATER,ON,2025-01-23 17:41:00,
P9000001,LIGHT,ON,2025-01-23 18:51:00,
P9000001,HEATER,ON,2025-01-23 19:13:00,
P9000002,HEATER,OFF,2025-01-23 19:22:00,
P9000001,HEATER,OFF,2025-01-23 21:05:00,
P9000002,LIGHT,OFF,2025-01-23 22:25:00,
P9000001,LIGHT,OFF,2025-01-24 01:06:00,
P9000002,LIGHT,ON,2025-01-24 06:38:00,
P9000002,LIGHT,OFF,2025-01-24 07:14:00,
P9000001,LIGHT,ON,2025-01-24 09:52:00,
P9000001,LIGHT,OFF,2025-01-24 10:32:00,
P9000002,LIGHT,ON,2025-01-24 17:21:00,
P9000002,HEATER,ON,2025-01-24 17:44:00,
P9000001,HEATER,ON,2025-01-24 18:58:00,
P9000001,LIGHT,ON,2025-01-24 19:02:00,
P9000002,HEATER,OFF,2025-01-24 19:22:00,
P9000001,HEATER,OFF,2025-01-24 21:08:00,
P9000002,LIGHT,OFF,2025-01-24 22:33:00,
P9000001,LIGHT,OFF,2025-01-25 00:57:00,
P9000002,LIGHT,ON,2025-01-25 06:27:00,
P9000002,LIGHT,OFF,2025-01-25 07:03:00,
P9000001,LIGHT,ON,2025-01-25 10:08:00,
P9000001,LIGHT,OFF,2025-01-25 10:41:00,
P9000002,HEATER,ON,2025-01-25 17:29:00,
P9000002,LIGHT,ON,2025-01-25 17:32:00,
P9000001,LIGHT,ON,2025-01-25 19:00:00,
P9000001,HEATER,ON,2025-01-25 19:03:00,
P9000002,HEATER,OFF,2025-01-25 19:40:00,
P9000001,HEATER,OFF,2025-01-25 20:56:00,
P9000002,LIGHT,OFF,2025-01-25 22:29:00,
P9000001,LIGHT,OFF,2025-01-26 01:00:00,
P9000002,LIGHT,ON,2025-01-26 06:22:00,
P9000002,LIGHT,OFF,2025-01-26 07:12:00,
P9000001,LIGHT,ON,2025-01-26 09:52:00,
P9000001,LIGHT,OFF,2025-01-26 10:25:00,
P9000002,LIGHT,ON,2025-01-26 17:26:00,
P9000002,HEATER,ON,2025-01-26 17:41:00,
P9000001,LIGHT,ON,2025-01-26 19:04:00,
P9000001,HEATER,ON,2025-01-26 19:14:00,
P9000002,HEATER,OFF,2025-01-26 19:28:00,
P9000001,HEATER,OFF,2025-01-26 21:08:00,
P9000002,LIGHT,OFF,2025-01-26 22:24:00,
P9000001,LIGHT,OFF,2025-01-27 00:53:00,
P9000002,LIGHT,ON,2025-01-27 06:37:00,
P9000002,LIGHT,OFF,2025-01-27 07:04:00,
P9000001,LIGHT,ON,2025-01-27 09:52:00,
P9000001,LIGHT,OFF,2025-01-27 10:32:00,
P9000002,LIGHT,ON,2025-01-27 17:39:00,
P9000002,HEATER,ON,2025-01-27 17:45:00,
P9000001,LIGHT,ON,2025-01-27 19:01:00,
P9000001,HEATER,ON,2025-01-27 19:04:00,
P9000002,HEATER,OFF,2025-01-27 19:36:00,
P9000001,HEATER,OFF,2025-01-27 20:55:00,
P9000002,LIGHT,OFF,2025-01-27 22:20:00,
P9000001,LIGHT,OFF,2025-01-28 01:04:00,
P9000002,LIGHT,ON,2025-01-28 06:23:00,
P9000002,LIGHT,OFF,2025-01-28 07:12:00,
P9000001,LIGHT,ON,2025-01-28 10:07:00,
P9000001,LIGHT,OFF,2025-01-28 10:34:00,
P9000002,LIGHT,ON,2025-01-28 17:24:00,
P9000002,HEATER,ON,2025-01-28 17:33:00,
P9000001,LIGHT,ON,2025-01-28 18:53:00,
P9000001,HEATER,ON,2025-01-28 18:59:00,
P9000002,HEATER,OFF,2025-01-28 19:29:00,
P9000001,HEATER,OFF,2025-01-28 20:58:00,
P9000002,LIGHT,OFF,2025-01-28 22:39:00,
P9000001,LIGHT,OFF,2025-01-29 00:53:00,
P9000002,LIGHT,ON,2025-01-29 06:28:00,
P9000002,LIGHT,OFF,2025-01-29 06:56:00,
P9000001,LIGHT,ON,2025-01-29 10:00:00,
P9000001,LIGHT,OFF,2025-01-29 10:31:00,
P9000002,LIGHT,ON,2025-01-29 17:22:00,
P9000002,HEATER,ON,2025-01-29 17:45:00,
P9000001,HEATER,ON,2025-01-29 19:03:00,
P9000001,LIGHT,ON,2025-01-29 19:10:00,
P9000002,HEATER,OFF,2025-01-29 19:33:00,
P9000001,HEATER,OFF,2025-01-29 21:06:00,
P9000002,LIGHT,OFF,2025-01-29 22:28:00,
P9000001,LIGHT,OFF,2025-01-30 01:05:00,
P9000002,LIGHT,ON,2025-01-30 06:37:00,
P9000002,LIGHT,OFF,2025-01-30 07:08:00,
P9000001,LIGHT,ON,2025-01-30 10:00:00,
P9000001,LIGHT,OFF,2025-01-30 10:29:00,
P9000002,HEATER,ON,2025-01-30 17:25:00,
P9000002,LIGHT,ON,2025-01-30 17:37:00,
P9000001,HEATER,ON,2025-01-30 19:03:00,
P9000001,LIGHT,ON,2025-01-30 19:10:00,
P9000002,HEATER,OFF,2025-01-30 19:23:00,
P9000001,HEATER,OFF,2025-01-30 20:55:00,
P9000002,LIGHT,OFF,2025-01-30 22:22:00,
P9000001,LIGHT,OFF,2025-01-31 01:04:00,
P9000002,LIGHT,ON,2025-01-31 06:24:00,
P9000002,LIGHT,OFF,2025-01-31 07:08:00,
P9000001,LIGHT,ON,2025-01-31 09:54:00,
P9000001,LIGHT,OFF,2025-01-31 10:42:00,
P9000002,LIGHT,ON,2025-01-31 17:24:00,
P9000002,HEATER,ON,2025-01-31 17:26:00,
P9000001,LIGHT,ON,2025-01-31 18:51:00,
P9000001,HEATER,ON,2025-01-31 19:06:00,
P9000002,HEATER,OFF,2025-01-31 19:29:00,
P9000001,HEATER,OFF,2025-01-31 21:08:00,
P9000002,LIGHT,OFF,2025-01-31 22:31:00,
P9000001,LIGHT,OFF,2025-02-01 01:07:00,
P9000002,LIGHT,ON,2025-02-01 06:37:00,
P9000002,LIGHT,OFF,2025-02-01 07:08:00,
P9000001,LIGHT,ON,2025-02-01 09:51:00,
P9000001,LIGHT,OFF,2025-02-01 10:36:00,
P9000002,HEATER,ON,2025-02-01 17:29:00,
P9000002,LIGHT,ON,2025-02-01 17:39:00,
P9000001,LIGHT,ON,2025-02-01 18:56:00,
P9000001,HEATER,ON,2025-02-01 19:02:00,
P9000002,HEATER,OFF,2025-02-01 19:27:00,
P9000001,HEATER,OFF,2025-02-01 20:53:00,
P9000002,LIGHT,OFF,2025-02-01 22:25:00,
P9000001,LIGHT,OFF,2025-02-02 01:01:00,
P9000002,LIGHT,ON,2025-02-02 06:27:00,
P9000002,LIGHT,OFF,2025-02-02 07:03:00,
P9000001,LIGHT,ON,2025-02-02 09:55:00,
P9000001,LIGHT,OFF,2025-02-02 10:38:00,
P9000002,LIGHT,ON,2025-02-02 17:25:00,
P9000002,HEATER,ON,2025-02-02 17:28:00,
P9000001,LIGHT,ON,2025-02-02 18:50:00,
P9000001,HEATER,ON,2025-02-02 19:00:00,
P9000002,HEATER,OFF,2025-02-02 19:32:00,
P9000001,HEATER,OFF,2025-02-02 21:00:00,
P9000002,LIGHT,OFF,2025-02-02 22:21:00,
P9000001,LIGHT,OFF,2025-02-03 01:03:00,
P9000002,LIGHT,ON,2025-02-03 06:27:00,
P9000002,LIGHT,OFF,2025-02-03 06:55:00,
P9000001,LIGHT,ON,2025-02-03 09:57:00,
P9000001,LIGHT,OFF,2025-02-03 10:31:00,
P9000002,LIGHT,ON,2025-02-03 17:26:00,
P9000002,HEATER,ON,2025-02-03 17:37:00,
P9000001,LIGHT,ON,2025-02-03 19:04:00,
P9000001,HEATER,ON,2025-02-03 19:06:00,
P9000002,HEATER,OFF,2025-02-03 19:30:00,
P9000001,HEATER,OFF,2025-02-03 20:59:00,
P9000002,LIGHT,OFF,2025-02-03 22:28:00,
P9000001,LIGHT,OFF,2025-02-04 00:57:00,
P9000002,LIGHT,ON,2025-02-04 06:30:00,
P9000002,LIGHT,OFF,2025-02-04 06:55:00,
P9000001,LIGHT,ON,2025-02-04 09:58:00,
P9000001,LIGHT,OFF,2025-02-04 10:36:00,
P9000002,LIGHT,ON,2025-02-04 17:23:00,
P9000002,HEATER,ON,2025-02-04 17:33:00,
P9000001,LIGHT,ON,2025-02-04 19:10:00,
P9000001,HEATER,ON,2025-02-04 19:11:00,
P9000002,HEATER,OFF,2025-02-04 19:25:00,
P9000001,HEATER,OFF,2025-02-04 21:02:00,
P9000002,LIGHT,OFF,2025-02-04 22:38:00,
P9000001,LIGHT,OFF,2025-02-05 01:07:00,
P9000002,LIGHT,ON,2025-02-05 06:30:00,
P9000002,LIGHT,OFF,2025-02-05 07:08:00,
P9000001,LIGHT,ON,2025-02-05 09:58:00,
P9000001,LIGHT,OFF,2025-02-05 10:26:00,
P9000002,LIGHT,ON,2025-02-05 17:39:00,
P9000002,HEATER,ON,2025-02-05 17:41:00,
P9000001,LIGHT,ON,2025-02-05 18:53:00,
P9000001,HEATER,ON,2025-02-05 19:14:00,
P9000002,HEATER,OFF,2025-02-05 19:23:00,
P9000001,HEATER,OFF,2025-02-05 21:03:00,
P9000002,LIGHT,OFF,2025-02-05 22:32:00,
P9000001,LIGHT,OFF,2025-02-06 01:01:00,
P9000002,LIGHT,ON,2025-02-06 06:37:00,
P9000002,LIGHT,OFF,2025-02-06 07:01:00,
P9000001,LIGHT,ON,2025-02-06 09:56:00,
P9000001,LIGHT,OFF,2025-02-06 10:33:00,
P9000002,LIGHT,ON,2025-02-06 17:31:00,
P9000002,HEATER,ON,2025-02-06 17:38:00,
P9000001,LIGHT,ON,2025-02-06 18:51:00,
P9000001,HEATER,ON,2025-02-06 19:08:00,
P9000002,HEATER,OFF,2025-02-06 19:22:00,
P9000001,HEATER,OFF,2025-02-06 20:50:00,
P9000002,LIGHT,OFF,2025-02-06 22:30:00,
P9000001,LIGHT,OFF,2025-02-07 01:06:00,
P9000002,LIGHT,ON,2025-02-07 06:32:00,
P9000002,LIGHT,OFF,2025-02-07 07:04:00,
P9000001,LIGHT,ON,2025-02-07 09:53:00,
P9000001,LIGHT,OFF,2025-02-07 10:34:00,
P9000002,HEATER,ON,2025-02-07 17:29:00,
P9000002,LIGHT,ON,2025-02-07 17:37:00,
P9000001,HEATER,ON,2025-02-07 19:04:00,
P9000001,LIGHT,ON,2025-02-07 19:06:00,
P9000002,HEATER,OFF,2025-02-07 19:26:00,
P9000001,HEATER,OFF,2025-02-07 21:03:00,
P9000002,LIGHT,OFF,2025-02-07 22:33:00,
P9000001,LIGHT,OFF,2025-02-08 01:00:00,
P9000002,LIGHT,ON,2025-02-08 06:37:00,
P9000002,LIGHT,OFF,2025-02-08 06:55:00,
P9000001,LIGHT,ON,2025-02-08 10:02:00,
P9000001,LIGHT,OFF,2025-02-08 10:30:00,
P9000002,LIGHT,ON,2025-02-08 17:29:00,
P9000002,HEATER,ON,2025-02-08 17:34:00,
P9000001,LIGHT,ON,2025-02-08 19:09:00,
P9000001,HEATER,ON,2025-02-08 19:13:00,
P9000002,HEATER,OFF,2025-02-08 19:26:00,
P9000001,HEATER,OFF,2025-02-08 20:59:00,
P9000002,LIGHT,OFF,2025-02-08 22:33:00,
P9000001,LIGHT,OFF,2025-02-09 01:02:00,
P9000002,LIGHT,ON,2025-02-09 06:26:00,
P9000002,LIGHT,OFF,2025-02-09 07:11:00,
P9000001,LIGHT,ON,2025-02-09 10:09:00,
P9000001,LIGHT,OFF,2025-02-09 10:45:00,
P9000002,HEATER,ON,2025-02-09 17:30:00,
P9000002,LIGHT,ON,2025-02-09 17:35:00,
P9000001,LIGHT,ON,2025-02-09 19:00:00,
P9000001,HEATER,ON,2025-02-09 19:09:00,
P9000002,HEATER,OFF,2025-02-09 19:22:00,
P9000001,HEATER,OFF,2025-02-09 21:04:00,
P9000002,LIGHT,OFF,2025-02-09 22:29:00,
P9000001,LIGHT,OFF,2025-02-10 01:04:00,
P9000002,LIGHT,ON,2025-02-10 06:27:00,
P9000002,LIGHT,OFF,2025-02-10 07:01:00,
P9000001,LIGHT,ON,2025-02-10 10:10:00,
P9000001,LIGHT,OFF,2025-02-10 10:44:00,
P9000002,LIGHT,ON,2025-02-10 17:24:00,
P9000002,HEATER,ON,2025-02-10 17:25:00,
